optimizer_step,tensor_num_weights,threshold,flipped_weights,stable_weights,flipped_mean_normalized_margin,flipped_median_normalized_margin,stable_mean_normalized_margin,stable_median_normalized_margin,fraction_flips_within_1pct,fraction_flips_within_5pct,fraction_flips_within_10pct,tensor_slot,total_weights,flip_rate,log10_threshold,threshold_log_change,abs_threshold_log_change
60,589824,2.8824458375709128e-09,246984,342840,1.5093755722045898,0.7492582201957703,0.9961459636688232,0.7642380595207214,0.011543258093297482,0.05649353936314583,0.11384138464927673,0,589824,0.4187418619791667,-8.540238844541529,0.04611422465362125,0.04611422465362125
62,589824,3.2342502009896634e-09,241624,348200,1.3956063985824585,0.7128639817237854,0.9920495748519897,0.7559692859649658,0.011886236257851124,0.05668724700808525,0.10733618587255478,0,589824,0.4096544053819444,-8.490226386190262,0.050012458351266886,0.050012458351266886
64,589824,3.7130594154888286e-09,251684,338140,1.244652271270752,0.6840235590934753,0.9711253643035889,0.7366991639137268,0.011860109865665436,0.05919327586889267,0.1149536743760109,0,589824,0.4267103407118056,-8.430268101241795,0.059958284948466556,0.059958284948466556
66,589824,4.260240604736509e-09,259318,330506,1.4524388313293457,0.7329695820808411,0.9688084721565247,0.7652770280838013,0.014133227057754993,0.06493572145700455,0.12218975275754929,0,589824,0.4396531846788194,-8.370565872644088,0.059702228597707574,0.059702228597707574
68,589824,4.6904640171874235e-09,254494,335330,1.371886968612671,0.7530674934387207,0.9868184924125671,0.7584187984466553,0.01572139374911785,0.06771083176136017,0.1214999258518219,0,589824,0.4314744737413194,-8.328784191371119,0.041781681272968996,0.041781681272968996
70,589824,5.2194173427722035e-09,251482,338342,1.4031968116760254,0.7261220812797546,0.9922899603843689,0.7989667654037476,0.012545629404485226,0.06842637062072754,0.12449002265930176,0,589824,0.4263678656684028,-8.282377975722332,0.046406215648787,0.046406215648787
72,589824,5.557856397331307e-09,245378,344446,1.402401089668274,0.7411913275718689,0.9941586256027222,0.7384287118911743,0.011822575703263283,0.06508733332157135,0.12970192730426788,0,589824,0.4160190158420139,-8.255092678618793,0.027285297103539108,0.027285297103539108
74,589824,6.078681114018991e-09,243048,346776,1.3394157886505127,0.715218186378479,0.9870784878730774,0.7233932018280029,0.012384384870529175,0.0616709440946579,0.11841282248497009,0,589824,0.4120686848958333,-8.216190638990033,0.038902039628759155,0.038902039628759155
76,589824,6.780042749454651e-09,256467,333357,1.222045660018921,0.6953203082084656,0.9882975816726685,0.7431029677391052,0.015308012254536152,0.06986473500728607,0.1277279257774353,0,589824,0.4348195393880208,-8.168767567815278,0.047423071174755194,0.047423071174755194
78,589824,7.494979747946218e-09,262403,327421,1.3022778034210205,0.7366353273391724,1.0038870573043823,0.7879912853240967,0.013829872012138367,0.06333769112825394,0.12146583199501038,0,589824,0.4448835584852431,-8.125229536313645,0.043538031501633156,0.043538031501633156
80,589824,8.032653653344823e-09,255450,334374,1.384661078453064,0.7533584237098694,0.9981558322906494,0.7801554799079895,0.01516539417207241,0.0739283561706543,0.14146798849105835,0,589824,0.4330952962239583,-8.095140958255556,0.03008857805808951,0.03008857805808951
82,589824,8.506009230302425e-09,246390,343434,1.3600023984909058,0.7360610365867615,1.0131375789642334,0.7737646102905273,0.01824343577027321,0.07229189574718475,0.1305166631937027,0,589824,0.4177347819010417,-8.07027415034675,0.02486680790880591,0.02486680790880591
84,589824,9.056949856756091e-09,245626,344198,1.0914725065231323,0.7209692597389221,1.0127652883529663,0.7455601096153259,0.01590629667043686,0.07402310520410538,0.1355963945388794,0,589824,0.4164394802517361,-8.043018036695178,0.027256113651571212,0.027256113651571212
86,589824,9.703548187189881e-09,249564,340260,1.132951021194458,0.7251644134521484,0.9818517565727234,0.7366266250610352,0.01415268238633871,0.07537545263767242,0.13939109444618225,0,589824,0.4231160481770833,-8.013069433120293,0.02994860357488527,0.02994860357488527
88,589824,1.009178607347394e-08,248278,341546,1.2487837076187134,0.7323901057243347,0.9429569840431213,0.7338642477989197,0.015587366186082363,0.07535907626152039,0.14296475052833557,0,589824,0.4209357367621528,-7.996031964267673,0.01703746885262003,0.01703746885262003
90,589824,1.0755794477290692e-08,250040,339784,1.0625410079956055,0.7237012386322021,0.9576321244239807,0.7481886148452759,0.014277716167271137,0.06854503601789474,0.12896336615085602,0,589824,0.4239230685763889,-7.968357504908323,0.027674459359349868,0.027674459359349868
92,589824,1.1710362457506562e-08,263272,326552,1.0630264282226562,0.7158223390579224,0.9363372921943665,0.744674563407898,0.012663708999752998,0.07250676304101944,0.14633914828300476,0,589824,0.4463568793402778,-7.931429662497331,0.03692784241099201,0.03692784241099201
94,589824,1.2345931388324516e-08,263612,326212,1.2250090837478638,0.7520720362663269,0.9392725229263306,0.8194799423217773,0.0132239805534482,0.06805835664272308,0.1364467442035675,0,589824,0.4469333224826389,-7.9084761409243,0.02295352157303121,0.02295352157303121
96,589824,1.2672852101047738e-08,248464,341360,1.1118206977844238,0.7497024536132812,0.9342356324195862,0.803008496761322,0.020550260320305824,0.08390752226114273,0.15265792608261108,0,589824,0.4212510850694444,-7.897125633549596,0.011350507374704222,0.011350507374704222
98,589824,1.2793958781287529e-08,236666,353158,1.0528287887573242,0.7423741817474365,0.9063024520874023,0.7560673952102661,0.016943709924817085,0.07400725036859512,0.14218772947788239,0,589824,0.4012485080295139,-7.892995052796838,0.004130580752757851,0.004130580752757851
0,589824,3.6817252669968034e-14,148434,441390,0.1206410601735115,0.03229689970612526,0.2139979749917984,0.03480766713619232,0.13289408385753632,0.7351483106613159,0.8256868720054626,1,589824,0.2516581217447917,-13.43394862199139,,
2,589824,2.3804000220603583e-13,159690,430134,0.3951265215873718,0.12049148976802826,0.4453878104686737,0.17351685464382172,0.0385371670126915,0.19318680465221405,0.403682142496109,1,589824,0.2707417805989583,-12.623350054382419,0.810598567608972,0.810598567608972
4,589824,2.2022642498682743e-13,75252,514572,0.13953335583209991,0.08235442638397217,0.6600655317306519,0.17086730897426605,0.06843671947717667,0.30987879633903503,0.6094057559967041,1,589824,0.12758382161458334,-12.65713057120705,-0.033780516824631235,0.033780516824631235
6,589824,3.6638069965053144e-13,59128,530696,0.12573854625225067,0.06471530348062515,0.7248638868331909,0.24422021210193634,0.08764037489891052,0.3962251543998718,0.70639967918396,1,589824,0.1002468532986111,-12.436067412340556,0.2210631588664942,0.2210631588664942
8,589824,5.877388419700535e-13,92862,496962,0.16349048912525177,0.10428158938884735,0.8291553854942322,0.32786715030670166,0.05196958780288696,0.2510068714618683,0.4825439751148224,1,589824,0.157440185546875,-12.230815607063649,0.205251805276907,0.205251805276907
10,589824,8.844839465872723e-13,124686,465138,0.24475573003292084,0.19015184044837952,0.8969910144805908,0.40811991691589355,0.030308132991194725,0.14521276950836182,0.28228509426116943,1,589824,0.211395263671875,-12.05331004514186,0.17750556192178912,0.17750556192178912
12,589824,1.2453263247003132e-12,146334,443490,0.3334181606769562,0.2777794897556305,0.9359689950942993,0.46796804666519165,0.0220591239631176,0.1081635132431984,0.2075389176607132,1,589824,0.24809773763020834,-11.904716831341915,0.14859321379994483,0.14859321379994483
14,589824,1.4838233723321603e-12,160460,429364,0.3264065086841583,0.3007134795188904,0.9247215390205383,0.48766177892684937,0.0244609247893095,0.11424653977155685,0.21160413324832916,1,589824,0.2720472547743056,-11.82861779244434,0.07609903889757419,0.07609903889757419
16,589824,1.9093969027411672e-12,178062,411762,0.40392404794692993,0.3470477759838104,1.0204472541809082,0.5219718217849731,0.018403703346848488,0.08837933093309402,0.16913771629333496,1,589824,0.3018900553385417,-11.719103786245563,0.10951400619877738,0.10951400619877738
18,589824,2.366706873882518e-12,189702,400122,0.4566555619239807,0.4057324528694153,1.07705819606781,0.5396674871444702,0.015360934659838676,0.07587690651416779,0.14607121050357819,1,589824,0.321624755859375,-11.62585552784975,0.09324825839581408,0.09324825839581408
20,589824,2.701738355606609e-12,196864,392960,0.45823362469673157,0.41333261132240295,1.0791503190994263,0.5380638241767883,0.015919620171189308,0.076265849173069,0.1445464938879013,1,589824,0.3337673611111111,-11.568356711649391,0.057498816200357794,0.057498816200357794
22,589824,3.111839128391858e-12,207350,382474,0.48829635977745056,0.4469905197620392,1.0592105388641357,0.5451370477676392,0.014502049423754215,0.07066795229911804,0.1356932669878006,1,589824,0.3515455457899306,-11.506982862664865,0.0613738489845268,0.0613738489845268
24,589824,3.4357410579749503e-12,214680,375144,0.5062212347984314,0.46324172616004944,1.045670986175537,0.5489757061004639,0.014426122419536114,0.06818986684083939,0.12990497052669525,1,589824,0.3639729817708333,-11.463979575146467,0.043003287518397215,0.043003287518397215
26,589824,3.8624680710752646e-12,221190,368634,0.5301581025123596,0.4874422252178192,1.0263582468032837,0.556175172328949,0.012921017594635487,0.06379131227731705,0.12282652407884598,1,589824,0.3750101725260417,-11.413135097628762,0.050844477517705045,0.050844477517705045
28,589824,4.437225760434149e-12,226066,363758,0.5774593353271484,0.5159609317779541,1.053128719329834,0.5646744966506958,0.012744066305458546,0.059292420744895935,0.11509028822183609,1,589824,0.3832770453559028,-11.352888474367399,0.06024662326136365,0.06024662326136365
30,589824,4.981971866296897e-12,228704,361120,0.5836703181266785,0.5296083092689514,1.0255707502365112,0.5718718767166138,0.01173132099211216,0.0577034056186676,0.11217993497848511,1,589824,0.3877495659722222,-11.30259872929781,0.05028974506958939,0.05028974506958939
32,589824,5.3188104962020866e-12,232434,357390,0.5789911150932312,0.5351552963256836,1.0726510286331177,0.5699452757835388,0.011999105103313923,0.05850692838430405,0.11287505179643631,1,589824,0.394073486328125,-11.274185482873602,0.028413246424207728,0.028413246424207728
34,589824,5.587461049394449e-12,237684,352140,0.5866425037384033,0.5446114540100098,1.0461317300796509,0.5668208003044128,0.012116928584873676,0.057946689426898956,0.11179129034280777,1,589824,0.4029744466145833,-11.252785491348511,0.0213999915250902,0.0213999915250902
36,589824,5.857628184585684e-12,242431,347393,0.6068369150161743,0.5563361048698425,1.0305320024490356,0.5670441389083862,0.011508429422974586,0.057785514742136,0.11106665432453156,1,589824,0.4110226101345486,-11.232278198804563,0.020507292543948452,0.020507292543948452
38,589824,6.2062629341275155e-12,245141,344683,0.6272078156471252,0.5687629580497742,1.0091776847839355,0.5686302185058594,0.011438315734267235,0.055988188832998276,0.10733823478221893,1,589824,0.4156172010633681,-11.207169829070617,0.025108369733946034,0.025108369733946034
40,589824,6.606538666825701e-12,247258,342566,0.6409450173377991,0.5744566917419434,0.9794761538505554,0.5736229419708252,0.01168010663241148,0.05596987530589104,0.10642324388027191,1,589824,0.4192064073350694,-11.18002601882315,0.02714381024746615,0.02714381024746615
42,589824,7.142135407395278e-12,248722,341102,0.6614998579025269,0.5862662196159363,0.9673810601234436,0.5786730647087097,0.010566013865172863,0.05408046022057533,0.10441377013921738,1,589824,0.4216885036892361,-11.146171920297379,0.03385409852577226,0.03385409852577226
44,589824,7.376910714229634e-12,249396,340428,0.6663346290588379,0.5907101035118103,0.9479274749755859,0.5787052512168884,0.011323357000946999,0.05514122173190117,0.1066737249493599,1,589824,0.4228312174479167,-11.132125472953717,0.014046447343661228,0.014046447343661228
46,589824,7.698328086114259e-12,250552,339272,0.6762168407440186,0.595115602016449,0.9249821901321411,0.5835862159729004,0.011247166432440281,0.055944472551345825,0.1074986457824707,1,589824,0.4247911241319444,-11.113603584154296,0.018521888799421404,0.018521888799421404
48,589824,8.054378344835023e-12,251430,338394,0.6936106085777283,0.6026362180709839,0.9039760231971741,0.5869942307472229,0.011263572610914707,0.055236052721738815,0.10654257982969284,1,589824,0.4262797037760417,-11.093967973783114,0.01963561037118211,0.01963561037118211
50,589824,8.385661089127527e-12,252226,337598,0.7039027810096741,0.6054108142852783,0.8881438374519348,0.5914050936698914,0.011791013181209564,0.05596964806318283,0.10770896077156067,1,589824,0.4276292588975694,-11.076462693816072,0.01750527996704143,0.01750527996704143
52,589824,8.85237889935997e-12,252986,336838,0.7249606847763062,0.6118033528327942,0.8758218288421631,0.5963723659515381,0.011451227590441704,0.05505838617682457,0.10680433362722397,1,589824,0.4289177788628472,-11.052940005682471,0.023522688133601477,0.023522688133601477
54,589824,9.311201983053241e-12,251592,338232,0.7424303293228149,0.6181296706199646,0.8799571990966797,0.598892867565155,0.010986041277647018,0.05549461022019386,0.10716159641742706,1,589824,0.4265543619791667,-11.030994252325588,0.021945753356883202,0.021945753356883202
56,589824,9.9062581054854e-12,250546,339278,0.7527336478233337,0.6246548295021057,0.8759819269180298,0.6057862639427185,0.011538798920810223,0.05458478629589081,0.10658720880746841,1,589824,0.4247809516059028,-11.004090360754153,0.026903891571434357,0.026903891571434357
58,589824,1.0370130101855501e-11,249996,339828,0.757898211479187,0.6276554465293884,0.8841167688369751,0.6130428910255432,0.01118817925453186,0.055956896394491196,0.10830573737621307,1,589824,0.4238484700520833,-10.984215794993457,0.019874565760696683,0.019874565760696683
60,589824,1.0796579776040094e-11,249782,340042,0.7653443813323975,0.6290592551231384,0.8680488467216492,0.6173383593559265,0.01149402279406786,0.05652128532528877,0.11015205085277557,1,589824,0.4234856499565972,-10.966713801887456,0.017501993106000313,0.017501993106000313
62,589824,1.1565278248970579e-11,250040,339784,0.7900988459587097,0.6375247836112976,0.8874326944351196,0.6265631914138794,0.010918253101408482,0.05524716153740883,0.10913453996181488,1,589824,0.4239230685763889,-10.936843914078935,0.02986988780852151,0.02986988780852151
64,589824,1.20103597206489e-11,248518,341306,0.7952755093574524,0.6403921246528625,0.8856152296066284,0.6318657398223877,0.011431767605245113,0.05801993981003761,0.11173838376998901,1,589824,0.4213426378038194,-10.920443984907395,0.01639992917153954,0.01639992917153954
66,589824,1.26181001411374e-11,246998,342826,0.7939079999923706,0.6409505605697632,0.865111231803894,0.6359086632728577,0.01098389457911253,0.057044994086027145,0.112239770591259,1,589824,0.4187655978732639,-10.899006030221301,0.02143795468609433,0.02143795468609433
68,589824,1.3123536111991907e-11,247644,342180,0.8039457201957703,0.6452814340591431,0.8579329252243042,0.6423784494400024,0.011774967424571514,0.05886272341012955,0.11376815289258957,1,589824,0.41986083984375,-10.881949129365138,0.017056900856163182,0.017056900856163182
70,589824,1.3596019275696758e-11,248296,341528,0.8107151389122009,0.6443065404891968,0.8520117998123169,0.6512560248374939,0.011659471318125725,0.0583215206861496,0.11568048596382141,1,589824,0.4209662543402778,-10.866588228369443,0.015360900995695204,0.015360900995695204
72,589824,1.401772621589803e-11,247226,342598,0.827839732170105,0.650000274181366,0.8434701561927795,0.6556575298309326,0.011616901494562626,0.05937886983156204,0.11688091605901718,1,589824,0.4191521538628472,-10.853322426595724,0.013265801773718167,0.013265801773718167
74,589824,1.4380532355195985e-11,245972,343852,0.8280814290046692,0.6496469378471375,0.8325724005699158,0.6610808372497559,0.012245296500623226,0.06153952702879906,0.12081050872802734,1,589824,0.4170260959201389,-10.842225036439604,0.011097390156120213,0.011097390156120213
76,589824,1.4912829651714254e-11,245840,343984,0.8386420011520386,0.6549006700515747,0.8268682360649109,0.6663593649864197,0.011820696294307709,0.060311585664749146,0.1191791445016861,1,589824,0.4168023003472222,-10.8264399430307,0.01578509340890477,0.01578509340890477
78,589824,1.545819722226227e-11,245256,344568,0.8465682864189148,0.6559094190597534,0.8350026607513428,0.6727806925773621,0.01197524182498455,0.060899630188941956,0.118667833507061,1,589824,0.4158121744791667,-10.81084115608884,0.015598786941859899,0.015598786941859899
80,589824,1.595916974961309e-11,245162,344662,0.8469817638397217,0.6585289835929871,0.8244333863258362,0.6804194450378418,0.012338779866695404,0.06157153099775314,0.12174806743860245,1,589824,0.4156528049045139,-10.796989705876303,0.01385145021253642,0.01385145021253642
82,589824,1.643994836098006e-11,245434,344390,0.8546774983406067,0.6613491773605347,0.8257635235786438,0.6878700852394104,0.012488082982599735,0.06289675086736679,0.12425336986780167,1,589824,0.4161139594184028,-10.784099550942965,0.012890154933337783,0.012890154933337783
84,589824,1.702767787881143e-11,244904,344920,0.8691673278808594,0.6682483553886414,0.8190242648124695,0.6963590979576111,0.012466108426451683,0.06299202889204025,0.1232074573636055,1,589824,0.4152153862847222,-10.768844574185406,0.015254976757558936,0.015254976757558936
86,589824,1.7475342353745482e-11,243258,346566,0.8703676462173462,0.6665858626365662,0.8113153576850891,0.7008128762245178,0.012702563777565956,0.06354981660842896,0.12440290302038193,1,589824,0.4124247233072917,-10.757574307377066,0.011270266808340423,0.011270266808340423
88,589824,1.8138428259373285e-11,243004,346820,0.8653057813644409,0.668319821357727,0.8132961988449097,0.7056515216827393,0.012510081753134727,0.06241872161626816,0.12350001931190491,1,589824,0.4119940863715278,-10.741400348359427,0.01617395901763885,0.01617395901763885
90,589824,1.8651826610982525e-11,243314,346510,0.8684461116790771,0.6693305373191833,0.8080852627754211,0.7111170291900635,0.013151729479432106,0.06435305625200272,0.1250811666250229,1,589824,0.4125196668836806,-10.729278630438408,0.012121717921019126,0.012121717921019126
92,589824,1.910030814067376e-11,243766,346058,0.8627753257751465,0.6710794568061829,0.8026170134544373,0.7163759469985962,0.013188878074288368,0.06515675038099289,0.1277700811624527,1,589824,0.4132859971788194,-10.718959626327415,0.01031900411099329,0.01031900411099329
94,589824,1.9898069303359023e-11,244490,345334,0.8803678154945374,0.6755653023719788,0.8219020962715149,0.7236368656158447,0.012487218715250492,0.06361814588308334,0.12427502125501633,1,589824,0.4145134819878472,-10.701189060855379,0.017770565472035926,0.017770565472035926
96,589824,2.022655654076999e-11,243856,345968,0.876802384853363,0.6775758862495422,0.8111861348152161,0.724958598613739,0.013114296831190586,0.06599386036396027,0.12901875376701355,1,589824,0.4134385850694444,-10.694078047166578,0.007111013688801293,0.007111013688801293
98,589824,2.057035965175036e-11,242206,347618,0.873830258846283,0.6764312386512756,0.8011445999145508,0.7216696739196777,0.013467873446643353,0.0681733712553978,0.1302279829978943,1,589824,0.4106411404079861,-10.686758115042995,0.007319932123582618,0.007319932123582618
0,589824,5.430139760016555e-15,142341,447483,0.01720188744366169,0.004906596150249243,0.056022897362709045,0.005302594508975744,0.7658790946006775,0.935036301612854,0.9715823531150818,2,589824,0.24132792154947916,-14.265188992469556,,
2,589824,3.526389250052553e-14,146114,443710,0.0876295417547226,0.021187040954828262,0.10862036794424057,0.03115982748568058,0.2208891659975052,0.7833472490310669,0.8665973544120789,2,589824,0.24772474500868055,-13.452669751078227,0.8125192413913283,0.8125192413913283
4,589824,3.7623326492024906e-14,76240,513584,0.03784124553203583,0.017865857109427452,0.1899985373020172,0.03448566794395447,0.2860965430736542,0.8619097471237183,0.9334994554519653,2,589824,0.12925889756944445,-13.424542808645752,0.028126942432475488,0.028126942432475488
6,589824,8.112431624900107e-14,89876,499948,0.07232725620269775,0.02764322981238365,0.2301277220249176,0.06963582336902618,0.18110507726669312,0.7353464961051941,0.8316903114318848,2,589824,0.1523776584201389,-13.090848950598813,0.33369385804693863,0.33369385804693863
8,589824,1.7707211565076708e-13,151616,438208,0.2688969373703003,0.07308264076709747,0.3147676885128021,0.1384718418121338,0.0628429725766182,0.32742586731910706,0.6656487584114075,2,589824,0.2570529513888889,-12.751849823747605,0.33899912685120803,0.33899912685120803
10,589824,4.193604556494701e-13,202810,387014,0.9674763083457947,0.188441663980484,0.4322282671928406,0.27266472578048706,0.021473299711942673,0.10983186215162277,0.23246388137340546,2,589824,0.3438483344184028,-12.377412524521418,0.3744372992261873,0.3744372992261873
12,589824,1.05446120585162e-12,221204,368620,1.947206974029541,0.3567115068435669,0.589424729347229,0.47189486026763916,0.012201406992971897,0.061685141175985336,0.1251017153263092,2,589824,0.3750339084201389,-11.976969393538997,0.40044313098242057,0.40044313098242057
14,589824,2.1034979313938607e-12,230812,359012,3.3283369541168213,0.4693026542663574,0.7918151021003723,0.6147785186767578,0.009466579183936119,0.04750186204910278,0.0950167253613472,2,589824,0.3913235134548611,-11.677057910737393,0.29991148280160473,0.29991148280160473
16,589824,5.0110258824342946e-12,237446,352378,3.261685371398926,0.6222017407417297,0.9934201240539551,0.7540913224220276,0.006991063244640827,0.03685469552874565,0.0746317058801651,2,589824,0.4025709364149306,-11.300073354078645,0.37698455665874775,0.37698455665874775
